Date,Open,High,Low,Close,Adj Close,Volume
2021-02-20,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102
2021-02-21,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717
2021-02-22,1935.557861,1936.453735,1580.626587,1781.992920,1781.992920,42409646036
2021-02-23,1781.409058,1781.409058,1378.840942,1570.203979,1570.203979,52029864713
2021-02-24,1571.476440,1710.983765,1511.018921,1626.575684,1626.575684,31329000537
2021-02-25,1625.393921,1670.224121,1465.058960,1475.703735,1475.703735,24481681873
2021-02-26,1478.653320,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2021-02-27,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2021-02-28,1459.860474,1468.391479,1300.472168,1416.048950,1416.048950,27637026080
2021-03-01,1417.151123,1567.694580,1416.416138,1564.707642,1564.707642,24032838645
2021-03-02,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
2021-03-03,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
2021-03-04,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
2021-03-05,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
2021-03-06,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
2021-03-07,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
2021-03-08,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
2021-03-09,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
2021-03-10,1868.489014,1873.803223,1766.490479,1799.166260,1799.166260,25154173185
2021-03-11,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
2021-03-12,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
2021-03-13,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
2021-03-14,1923.863770,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
2021-03-15,1854.086670,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
2021-03-16,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
2021-03-17,1807.056152,1839.818970,1749.179932,1823.449341,1823.449341,24512917348
2021-03-18,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
2021-03-19,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
2021-03-20,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
2021-03-21,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
